Table,Column,Data type,Definition,Source type,Source/reference,Raw/derived/synthetic,Generation logic,Business purpose
parking_acquisition_features,source_reference,text,scoring parking_acquisition_features field: source reference.,PUBLIC,Cached OpenStreetMap snapshot and element references,Public,Copied from the cached public source; no runtime API call is required.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,data_quality_flag,text,scoring parking_acquisition_features field: data quality flag.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,metro_distance_m,integer,scoring parking_acquisition_features field: metro distance m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,nearest_metro_station,text,scoring parking_acquisition_features field: nearest metro station.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,mall_distance_m,integer,scoring parking_acquisition_features field: mall distance m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,office_count_500m,smallint,scoring parking_acquisition_features field: office count 500m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,retail_count_500m,smallint,scoring parking_acquisition_features field: retail count 500m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,restaurant_count_500m,smallint,scoring parking_acquisition_features field: restaurant count 500m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,hospital_count_1km,smallint,scoring parking_acquisition_features field: hospital count 1km.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,education_count_1km,smallint,scoring parking_acquisition_features field: education count 1km.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,transit_stop_count_500m,smallint,scoring parking_acquisition_features field: transit stop count 500m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,competitor_count_500m,smallint,scoring parking_acquisition_features field: competitor count 500m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,competitor_count_1km,smallint,scoring parking_acquisition_features field: competitor count 1km.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,nearest_competitor_distance_m,integer,scoring parking_acquisition_features field: nearest competitor distance m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,competitor_avg_hourly_rate_inr,numeric,scoring parking_acquisition_features field: competitor avg hourly rate inr.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,aggregator_listed_count_1km,smallint,scoring parking_acquisition_features field: aggregator listed count 1km.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,aggregator_penetration_rate,numeric,scoring parking_acquisition_features field: aggregator penetration rate.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,competitor_distance_proxy_m,numeric,scoring parking_acquisition_features field: competitor distance proxy m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,competitor_price_ratio,numeric,scoring parking_acquisition_features field: competitor price ratio.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,expected_commission_pct,numeric,scoring parking_acquisition_features field: expected commission pct.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,estimated_onboarding_cost_inr,numeric,scoring parking_acquisition_features field: estimated onboarding cost inr.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,documentation_readiness,smallint,scoring parking_acquisition_features field: documentation readiness.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,operational_complexity,smallint,scoring parking_acquisition_features field: operational complexity.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,exclusivity_possible,boolean,scoring parking_acquisition_features field: exclusivity possible.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,requires_capex,boolean,scoring parking_acquisition_features field: requires capex.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,estimated_setup_days,smallint,scoring parking_acquisition_features field: estimated setup days.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,years_operating,smallint,scoring parking_acquisition_features field: years operating.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,digital_payment_enabled,boolean,scoring parking_acquisition_features field: digital payment enabled.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,management_system,text,scoring parking_acquisition_features field: management system.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,willingness_to_digitize,smallint,scoring parking_acquisition_features field: willingness to digitize.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,contract_flexibility,smallint,scoring parking_acquisition_features field: contract flexibility.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,decision_maker_accessible,boolean,scoring parking_acquisition_features field: decision maker accessible.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,avg_occupancy_rate,numeric,scoring parking_acquisition_features field: avg occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,p90_peak_occupancy_rate,double precision,scoring parking_acquisition_features field: p90 peak occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,weekday_occupancy_rate,numeric,scoring parking_acquisition_features field: weekday occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,weekend_occupancy_rate,numeric,scoring parking_acquisition_features field: weekend occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,avg_daily_entries,numeric,scoring parking_acquisition_features field: avg daily entries.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,avg_daily_platform_bookings,numeric,scoring parking_acquisition_features field: avg daily platform bookings.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,avg_daily_cancellations,numeric,scoring parking_acquisition_features field: avg daily cancellations.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,platform_booking_share,numeric,scoring parking_acquisition_features field: platform booking share.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,cancellation_rate,numeric,scoring parking_acquisition_features field: cancellation rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,avg_daily_gross_revenue_inr,numeric,scoring parking_acquisition_features field: avg daily gross revenue inr.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,observation_gross_revenue_inr,numeric,scoring parking_acquisition_features field: observation gross revenue inr.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,avg_park_duration_hours,numeric,scoring parking_acquisition_features field: avg park duration hours.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,weekday_hourly_peak_occupancy_rate,numeric,scoring parking_acquisition_features field: weekday hourly peak occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,weekend_hourly_peak_occupancy_rate,numeric,scoring parking_acquisition_features field: weekend hourly peak occupancy rate.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,weekday_busy_hour_share,numeric,scoring parking_acquisition_features field: weekday busy hour share.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,weekend_busy_hour_share,numeric,scoring parking_acquisition_features field: weekend busy hour share.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,nearest_network_distance_km,double precision,scoring parking_acquisition_features field: nearest network distance km.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,nearest_live_network_distance_km,double precision,scoring parking_acquisition_features field: nearest live network distance km.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,nearest_any_network_distance_km,double precision,scoring parking_acquisition_features field: nearest any network distance km.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,nearest_mature_network_distance_km,double precision,scoring parking_acquisition_features field: nearest mature network distance km.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,live_network_site_count,bigint,scoring parking_acquisition_features field: live network site count.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,live_network_capacity_cars,bigint,scoring parking_acquisition_features field: live network capacity cars.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,all_network_site_count,bigint,scoring parking_acquisition_features field: all network site count.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,metro_access_raw,numeric,scoring parking_acquisition_features field: metro access raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,poi_activity_raw,double precision,scoring parking_acquisition_features field: poi activity raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,transit_access_raw,double precision,scoring parking_acquisition_features field: transit access raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,market_demand_prior,numeric,scoring parking_acquisition_features field: market demand prior.,ASSUMED,the data pipeline documented assumptions and market classification,Assumed,Analyst-defined prior or fallback classification; not presented as observed fact.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,management_maturity_score,numeric,scoring parking_acquisition_features field: management maturity score.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,locality_lot_count,bigint,scoring parking_acquisition_features field: locality lot count.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,locality_candidate_capacity_cars,bigint,scoring parking_acquisition_features field: locality candidate capacity cars.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,locality_market_demand_prior,numeric,scoring parking_acquisition_features field: locality market demand prior.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,locality_metro_access_raw,numeric,scoring parking_acquisition_features field: locality metro access raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,competitor_supply_pressure_raw,numeric,scoring parking_acquisition_features field: competitor supply pressure raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_features,latent_demand_headroom_raw,numeric,scoring parking_acquisition_features field: latent demand headroom raw.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,parking_id,integer,scoring parking_acquisition_score field: parking id.,CONFIG,baseline schema/seed and source ETL keys,Config,Stable join key or scenario identifier; not an observed business measure.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,lot_code,text,scoring parking_acquisition_score field: lot code.,CONFIG,baseline schema/seed and source ETL keys,Config,Stable join key or scenario identifier; not an observed business measure.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,lot_name,text,scoring parking_acquisition_score field: lot name.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,locality_id,smallint,scoring parking_acquisition_score field: locality id.,CONFIG,baseline schema/seed and source ETL keys,Config,Stable join key or scenario identifier; not an observed business measure.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,locality_name,text,scoring parking_acquisition_score field: locality name.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,city_name,text,scoring parking_acquisition_score field: city name.,CONFIG,baseline schema/seed and source ETL keys,Config,Stable join key or scenario identifier; not an observed business measure.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,micro_market_type,text,scoring parking_acquisition_score field: micro market type.,ASSUMED,the data pipeline documented assumptions and market classification,Assumed,Analyst-defined prior or fallback classification; not presented as observed fact.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,population_density_band,text,scoring parking_acquisition_score field: population density band.,ASSUMED,the data pipeline documented assumptions and market classification,Assumed,Analyst-defined prior or fallback classification; not presented as observed fact.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,owner_id,integer,scoring parking_acquisition_score field: owner id.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,owner_type,text,scoring parking_acquisition_score field: owner type.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,latitude,numeric,scoring parking_acquisition_score field: latitude.,PUBLIC,Cached OpenStreetMap snapshot and element references,Public,Copied from the cached public source; no runtime API call is required.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,longitude,numeric,scoring parking_acquisition_score field: longitude.,PUBLIC,Cached OpenStreetMap snapshot and element references,Public,Copied from the cached public source; no runtime API call is required.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,parking_type,text,scoring parking_acquisition_score field: parking type.,ASSUMED,the data pipeline documented assumptions and market classification,Assumed,Analyst-defined prior or fallback classification; not presented as observed fact.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,capacity_cars,smallint,scoring parking_acquisition_score field: capacity cars.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,hourly_rate_inr,numeric,scoring parking_acquisition_score field: hourly rate inr.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,is_24x7,boolean,scoring parking_acquisition_score field: is 24x7.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,operating_hours,numeric,scoring parking_acquisition_score field: operating hours.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,record_source,text,scoring parking_acquisition_score field: record source.,CONFIG,baseline schema/seed and source ETL keys,Config,Stable join key or scenario identifier; not an observed business measure.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,source_name,text,scoring parking_acquisition_score field: source name.,PUBLIC,Cached OpenStreetMap snapshot and element references,Public,Copied from the cached public source; no runtime API call is required.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,source_reference,text,scoring parking_acquisition_score field: source reference.,PUBLIC,Cached OpenStreetMap snapshot and element references,Public,Copied from the cached public source; no runtime API call is required.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,data_quality_flag,text,scoring parking_acquisition_score field: data quality flag.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,metro_distance_m,integer,scoring parking_acquisition_score field: metro distance m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,nearest_metro_station,text,scoring parking_acquisition_score field: nearest metro station.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,mall_distance_m,integer,scoring parking_acquisition_score field: mall distance m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,office_count_500m,smallint,scoring parking_acquisition_score field: office count 500m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,retail_count_500m,smallint,scoring parking_acquisition_score field: retail count 500m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,restaurant_count_500m,smallint,scoring parking_acquisition_score field: restaurant count 500m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,hospital_count_1km,smallint,scoring parking_acquisition_score field: hospital count 1km.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,education_count_1km,smallint,scoring parking_acquisition_score field: education count 1km.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,transit_stop_count_500m,smallint,scoring parking_acquisition_score field: transit stop count 500m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,competitor_count_500m,smallint,scoring parking_acquisition_score field: competitor count 500m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,competitor_count_1km,smallint,scoring parking_acquisition_score field: competitor count 1km.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,nearest_competitor_distance_m,integer,scoring parking_acquisition_score field: nearest competitor distance m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,competitor_avg_hourly_rate_inr,numeric,scoring parking_acquisition_score field: competitor avg hourly rate inr.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,aggregator_listed_count_1km,smallint,scoring parking_acquisition_score field: aggregator listed count 1km.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,aggregator_penetration_rate,numeric,scoring parking_acquisition_score field: aggregator penetration rate.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,competitor_distance_proxy_m,numeric,scoring parking_acquisition_score field: competitor distance proxy m.,DERIVED,Cached OpenStreetMap snapshot + source cleaning/geo derivation,Derived,Calculated from public coordinates/features; sparse coverage is not proof of absence.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,competitor_price_ratio,numeric,scoring parking_acquisition_score field: competitor price ratio.,DERIVED,sql/analysis/component_scores.sql and python/analysis/scoring_engine.py,Derived,Computed by the scoring analytical layer; see scoring_methodology.md.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,expected_commission_pct,numeric,scoring parking_acquisition_score field: expected commission pct.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,estimated_onboarding_cost_inr,numeric,scoring parking_acquisition_score field: estimated onboarding cost inr.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
parking_acquisition_score,documentation_readiness,smallint,scoring parking_acquisition_score field: documentation readiness.,SYNTHETIC,python/etl/synthetic_generation.py and source data_generation.md,Synthetic,Relationship-aware deterministic simulation with the documented fixed seed.,Explainable acquisition prioritisation and BD drill-down.
